89,2158300,3536.7,1
77,1072600,1989.5,2
24,1640900,3849.5,3
6,313100,4859.4,4
95,882000,2468.7,5
27,1154700,822.7,6
83,1263700,2359.8,7
52,1519700,6050.6,8
74,1947200,2694.4,9
70,944400,6871.5,10
60,1215200,7813.1,11
96,1218900,5294.9,12
92,1248000,1408.9,13
4,522400,522.4,14
48,1028800,1285.4,15
66,1853700,13125.4,16
67,587800,6515.6,17
11,547800,9562.9,18
75,2905800,5907.2,19
87,1684300,3378.8,20
64,1397400,15536.9,21
2,802000,7914.9,22
35,802700,862,23
1,7216000,3324.5,24
42,1261300,5997.8,25
30,1774500,1656,26
31,1963300,1527.4,27
93,770400,1602.4,28
79,8146300,2095.5,29
17,824300,4608.7,30
33,1164400,926,31
56,1205300,5217.7,32
91,1761000,6348.5,33
62,495900,9689.6,34
12,425100,9068.8,35
68,1273100,9773.5,36
20,757900,8320.8,37
10,674500,6383.9,38
80,1484700,4495,39
36,1850600,1653.2,40
40,3063900,16490,41
37,944400,1377.6,42
58,595900,3358.3,43
25,1369700,3533.3,44
54,893400,5060.6,45
44,872900,8065.3,46
49,1480300,10438.4,47
51,1246400,5152.7,48
22,1211300,6102.3,49
45,619900,4739.8,50
94,1310700,3311.6,51
14,1182400,14174.4,52
72,1111500,4032.6,53
34,1789200,1570.8,54
19,1190600,3533.2,55
38,3514200,11129.5,56
46,1140700,5033.2,57
82,1728700,2509.3,58
84,1034600,2341.2,59
8,760300,5867.3,60
85,1045000,1520.2,61
26,1054500,1237.5,62
15,792700,6886.3,63
